Date,Open,High,Low,Close,Volume,Adjustment Factor,Adjustment Type
2007-03-23,6.119614,6.184823,5.974147,6.129646,6860.0,,
2007-03-26,6.129646,6.129646,6.129646,6.129646,0.0,,
2007-03-27,6.214919,6.495819,6.184823,6.425594,13177.0,,
2007-03-28,6.425594,6.445659,6.069453,6.219935,12754.0,,
2007-03-29,6.219935,6.315241,6.03434,6.039356,10070.0,,
2007-03-30,6.039356,6.039356,6.039356,6.039356,0.0,,
2007-04-02,5.923987,6.094533,5.923987,6.074469,6806.0,,
2007-04-03,6.079485,6.094533,5.91897,6.049388,11209.0,,
2007-04-04,6.049388,6.209903,5.974147,6.17479,14493.0,,
2007-04-05,6.17479,6.510868,6.084501,6.335305,19760.0,,
2007-04-06,6.219935,6.365401,6.184823,6.255048,12273.0,,
2007-04-09,6.300192,6.395498,6.245015,6.330289,13030.0,,
2007-04-10,6.370417,6.395498,6.024308,6.189839,13749.0,,
2007-04-11,6.189839,6.365401,6.104565,6.360385,17849.0,,
2007-04-12,6.385466,6.711511,6.320257,6.681414,31140.0,,
2007-04-13,6.68643,6.867009,6.5209,6.581093,23616.0,,
2007-04-16,6.576077,6.766687,6.5209,6.671382,18837.0,,
2007-04-17,6.701478,6.751639,6.370417,6.611189,24199.0,,
2007-04-18,6.611189,6.796784,6.420578,6.761671,22045.0,,
2007-04-19,6.771703,6.91717,6.219935,6.425594,25451.0,,
2007-04-20,6.43061,6.711511,6.43061,6.641286,20383.0,,
2007-04-23,6.711511,6.947266,6.671382,6.877041,29428.0,,
2007-04-24,6.91717,7.333504,6.77672,7.157941,33928.0,,
2007-04-25,7.097748,7.293375,6.962314,7.218134,22157.0,,
2007-04-26,7.248231,7.328488,7.067652,7.102765,19023.0,,
2007-04-27,7.102765,7.273311,6.872025,7.142893,25222.0,,
2007-04-30,7.112797,7.483986,7.042572,7.413761,25887.0,,
2007-05-01,7.413761,7.413761,7.413761,7.413761,0.0,,
2007-05-02,7.413761,7.413761,7.413761,7.413761,0.0,,
2007-05-03,7.413761,7.413761,7.413761,7.413761,0.0,,
2007-05-04,7.413761,7.413761,7.413761,7.413761,0.0,,
2007-05-07,7.413761,7.413761,7.413761,7.413761,0.0,,
2007-05-08,7.574276,7.624437,7.418777,7.509067,24966.0,,
2007-05-09,7.494019,7.494019,7.022507,7.273311,20946.0,,
2007-05-10,7.273311,7.524115,7.188038,7.358584,17402.0,,
2007-05-11,7.233183,7.263279,7.022507,7.132861,19626.0,,
2007-05-14,7.012475,7.253247,6.927202,7.097748,13858.0,,
2007-05-15,7.147909,7.298392,6.932218,6.947266,16124.0,,
2007-05-16,6.91717,7.122829,6.851961,7.117813,14894.0,,
2007-05-17,7.122829,7.298392,7.112797,7.263279,18415.0,,
2007-05-18,7.258263,7.258263,7.027523,7.097748,13532.0,,
2007-05-21,6.907138,7.278327,6.872025,7.248231,17136.0,,
2007-05-22,7.248231,7.589324,7.248231,7.42881,28236.0,,
2007-05-23,7.463922,7.699678,7.42881,7.579292,19683.0,,
2007-05-24,7.579292,7.749838,7.22315,7.333504,20891.0,,
2007-05-25,7.368617,8.065851,7.368617,8.060835,42181.0,,
2007-05-28,8.13106,8.652732,8.030739,8.457105,33393.0,,
2007-05-29,8.47717,8.803215,8.427009,8.467137,26625.0,,
2007-05-30,7.920385,8.326687,7.61942,7.61942,29032.0,,
2007-05-31,7.534147,8.381864,7.534147,8.381864,42770.0,,
2007-06-01,8.562443,9.079099,8.025723,8.381864,40412.0,,
2007-06-04,8.562443,9.079099,8.025723,8.381864,0.0,,
2007-06-05,7.33852,8.226366,6.821864,8.186237,28598.0,,
2007-06-06,8.166173,8.968745,8.100964,8.868424,30317.0,,
2007-06-07,8.838327,9.15434,8.682829,8.988809,33429.0,,
2007-06-08,8.943665,9.134276,8.717941,8.9236,15914.0,,
2007-06-11,9.033954,9.630867,8.878456,9.445272,19568.0,,
2007-06-12,9.530546,9.590739,9.079099,9.430224,20239.0,,
2007-06-13,9.470353,9.861607,9.430224,9.515497,18398.0,,
2007-06-14,9.515497,9.590739,9.119227,9.354983,10886.0,,
2007-06-15,9.329903,9.455305,9.15434,9.229581,8811.0,,
2007-06-18,9.289774,9.83151,9.289774,9.801414,15565.0,,
2007-06-19,9.881671,9.881671,9.530546,9.706108,9224.0,,
2007-06-20,9.781349,10.107394,9.530546,9.630867,15301.0,,
2007-06-21,9.530546,9.776333,9.289774,9.595755,10963.0,,
2007-06-22,9.605787,10.107394,9.344951,9.470353,11479.0,,
2007-06-25,9.530546,9.630867,8.953697,9.189452,13588.0,,
2007-06-26,9.169388,9.304822,8.9236,9.224565,8051.0,,
2007-06-27,9.254661,9.630867,9.17942,9.535562,8944.0,,
2007-06-28,9.630867,9.766301,9.304822,9.329903,8942.0,,
2007-06-29,9.329903,9.329903,9.329903,9.329903,0.0,,
2007-07-02,9.028938,9.274726,8.467137,8.833311,11396.0,,
2007-07-03,8.928616,9.119227,8.828295,9.074083,4957.0,,
2007-07-04,9.033954,9.15434,8.878456,8.883472,3801.0,,
2007-07-05,8.677813,8.778134,7.995626,7.995626,8999.0,,
2007-07-06,7.930417,8.346752,7.774919,8.251446,8174.0,,
2007-07-09,8.301607,8.627652,8.301607,8.547395,4444.0,,
2007-07-10,8.552411,8.602571,8.266494,8.351768,4338.0,,
2007-07-11,8.346752,8.883472,8.276526,8.687845,5744.0,,
2007-07-12,8.773118,8.778134,8.612604,8.682829,2494.0,,
2007-07-13,8.677813,8.778134,8.512282,8.702893,2626.0,,
2007-07-16,8.567459,8.677813,8.47717,8.562443,2935.0,,
2007-07-17,8.47717,8.692861,8.467137,8.627652,1995.0,,
2007-07-18,8.622636,8.853375,8.401928,8.848359,5316.0,,
2007-07-19,8.778134,9.054018,8.727973,8.918584,2799.0,,
2007-07-20,8.9236,9.304822,8.9236,9.274726,4666.0,,
2007-07-23,9.329903,9.681028,9.329903,9.545594,7237.0,,
2007-07-24,9.555626,9.655948,9.455305,9.475369,4535.0,,
2007-07-25,9.430224,9.520514,9.26971,9.515497,6842.0,,
2007-07-26,9.630867,9.881671,9.530546,9.600771,4901.0,,
2007-07-27,9.470353,9.615819,9.344951,9.450288,4868.0,,
2007-07-30,9.43524,9.731189,9.380063,9.55061,7774.0,,
2007-07-31,9.570674,10.122443,9.480385,10.107394,12463.0,,
2007-08-01,10.117427,10.308038,9.530546,9.55061,11347.0,,
2007-08-02,9.580706,9.871639,9.580706,9.796398,6560.0,,
2007-08-03,9.83151,10.077298,9.771317,10.027137,10623.0,,
2007-08-06,10.107394,10.87987,9.981993,10.809645,13876.0,,
2007-08-07,10.704308,10.704308,10.398327,10.433439,9131.0,,
2007-08-08,10.383279,10.523729,9.911767,10.102378,8605.0,,
2007-08-09,10.112411,10.413375,10.06225,10.122443,4138.0,,
2007-08-10,10.08733,10.182636,9.530546,9.686044,9224.0,,
2007-08-13,9.731189,10.107394,9.580706,9.756269,6348.0,,
2007-08-14,9.761285,10.022121,9.756269,9.911767,3797.0,,
2007-08-15,9.891703,10.027137,9.670996,9.80643,3659.0,,
2007-08-16,9.821478,9.821478,9.370031,9.595755,5997.0,,
2007-08-17,9.620835,9.896719,9.530546,9.625851,3751.0,,
2007-08-20,9.841542,10.172603,9.781349,10.122443,5223.0,,
2007-08-21,10.132475,10.408359,10.057234,10.122443,4896.0,,
2007-08-22,9.97196,10.282957,9.9218,10.157555,5550.0,,
2007-08-23,10.157555,10.718495,10.117127,10.39507,5640.0,0.992593,17.0
2007-08-24,10.415284,10.531515,10.147448,10.273786,4917.0,,
2007-08-27,10.369803,10.617425,10.056485,10.167662,6527.0,,
2007-08-28,10.167662,10.167662,9.702739,9.778542,12746.0,,
2007-08-29,9.783595,9.940254,9.566295,9.748221,8138.0,,
2007-08-30,9.80381,9.955415,9.722953,9.92004,6996.0,,
2007-08-31,10.00595,10.253572,9.955415,10.132288,11205.0,,
2007-09-03,10.197983,10.526461,10.182823,10.420338,10995.0,,
2007-09-04,10.420338,10.546676,10.10702,10.172716,7724.0,,
2007-09-05,10.127234,10.531515,10.016057,10.511301,7323.0,,
2007-09-06,10.561836,10.602264,10.299054,10.435498,8566.0,,
2007-09-07,10.359696,10.37991,10.036271,10.056485,6425.0,,
2007-09-10,9.90488,10.162609,9.753274,10.081753,3814.0,,
2007-09-11,10.081753,10.157555,9.601669,9.611776,4457.0,,
2007-09-12,9.601669,9.80381,9.541027,9.753274,4305.0,,
2007-09-13,9.80381,9.854345,9.601669,9.763381,3991.0,,
2007-09-14,9.763381,9.980682,9.63199,9.960468,4161.0,,
2007-09-17,9.930147,10.925689,9.854345,10.748816,13855.0,,
2007-09-18,10.763976,10.859993,10.288947,10.430445,7169.0,,
2007-09-19,10.511301,10.56689,10.000896,10.051432,5977.0,,
2007-09-20,10.046378,10.309161,10.046378,10.081753,4198.0,,
2007-09-21,10.10702,10.526461,9.829077,10.081753,7549.0,,
2007-09-24,10.10702,10.410231,10.031217,10.329375,9542.0,,
2007-09-25,10.339482,10.339482,9.80381,9.889719,8822.0,,
2007-09-26,9.879612,9.90488,9.237816,9.399529,11365.0,,
2007-09-27,9.394475,9.637044,9.237816,9.606723,7003.0,,
2007-09-28,9.662311,9.722953,9.505652,9.606723,9598.0,,
2007-10-01,9.606723,9.606723,9.606723,9.606723,0.0,,
2007-10-02,9.606723,9.606723,9.606723,9.606723,0.0,,
2007-10-03,9.606723,9.606723,9.606723,9.606723,0.0,,
2007-10-04,9.606723,9.606723,9.606723,9.606723,0.0,,
2007-10-05,9.606723,9.606723,9.606723,9.606723,0.0,,
2007-10-08,9.793703,9.829077,9.298459,9.439957,14438.0,,
2007-10-09,9.439957,9.439957,9.091265,9.293405,17070.0,,
2007-10-10,9.323726,9.475331,9.197388,9.44501,8952.0,,
2007-10-11,9.394475,9.44501,9.197388,9.247923,6794.0,,
2007-10-12,9.25803,9.34394,8.879017,9.192335,7153.0,,
2007-10-15,9.197388,9.247923,8.793108,9.030622,8491.0,,
2007-10-16,9.045783,9.323726,9.045783,9.313619,6010.0,,
2007-10-17,9.32878,9.450064,9.146853,9.389422,4428.0,,
2007-10-18,9.389422,9.389422,9.096318,9.096318,3611.0,,
2007-10-19,9.136746,9.247923,8.96998,8.985141,2972.0,,
2007-10-22,8.934606,8.934606,8.585914,8.783001,6278.0,,
2007-10-23,8.697091,8.96998,8.692037,8.919445,4722.0,,
2007-10-24,8.899231,9.096318,8.818375,8.899231,7000.0,,
2007-10-25,8.889124,8.889124,8.237221,8.242275,7793.0,,
2007-10-26,8.211954,9.065997,8.201847,8.863857,9588.0,,
2007-10-29,8.798161,9.121586,8.444415,9.086211,5914.0,,
2007-10-30,9.050837,9.323726,8.848696,9.217602,6663.0,,
2007-10-31,9.268137,9.525866,9.237816,9.34394,7708.0,,
2007-11-01,9.379315,9.399529,9.096318,9.197388,3369.0,,
2007-11-02,9.197388,9.197388,9.197388,9.197388,0.0,,
2007-11-05,9.298459,9.348994,9.005355,9.010408,2549.0,,
2007-11-06,9.045783,9.298459,8.995248,9.101372,1684.0,,
2007-11-07,9.126639,9.146853,8.884071,9.121586,2410.0,,
2007-11-08,9.096318,9.222656,8.793108,8.848696,2661.0,,
2007-11-09,8.697091,9.015462,8.68193,8.879017,3124.0,,
2007-11-12,8.793108,8.793108,8.287757,8.383773,3800.0,,
2007-11-13,8.489897,8.914392,8.489897,8.732465,7893.0,,
2007-11-14,8.843643,9.096318,8.692037,9.050837,5950.0,,
2007-11-15,9.071051,9.222656,9.005355,9.076104,4264.0,,
2007-11-16,9.096318,9.096318,8.833536,8.96998,1102.0,,
2007-11-19,9.071051,9.237816,8.995248,9.177174,1841.0,,
2007-11-20,9.101372,9.439957,9.101372,9.298459,3322.0,,
2007-11-21,9.333833,9.44501,9.101372,9.111479,2504.0,,
2007-11-22,9.096318,9.146853,8.798161,8.813322,1812.0,,
2007-11-23,8.843643,8.96998,8.590967,8.964927,1230.0,,
2007-11-26,9.091265,9.500599,9.050837,9.338887,5333.0,,
2007-11-27,9.318673,9.419743,9.086211,9.116532,2384.0,,
2007-11-28,9.172121,9.384368,8.995248,9.116532,2117.0,,
2007-11-29,9.187281,9.374261,9.045783,9.333833,2802.0,,
2007-11-30,9.333833,9.500599,9.237816,9.354047,4529.0,,
2007-12-03,9.333833,9.525866,9.247923,9.308566,1768.0,,
2007-12-04,9.308566,9.439957,9.1418,9.192335,2392.0,,
2007-12-05,9.197388,9.338887,9.096318,9.333833,4446.0,,
2007-12-06,9.348994,9.596616,9.187281,9.576402,7007.0,,
2007-12-07,9.500599,9.692632,9.409636,9.596616,4702.0,,
2007-12-10,9.515759,9.824024,9.424796,9.753274,4623.0,,
2007-12-11,9.844238,9.889719,9.677472,9.798756,3753.0,,
2007-12-12,9.743167,10.334428,9.702739,10.081753,8755.0,,
2007-12-13,10.011003,10.334428,9.677472,9.697686,6227.0,,
2007-12-14,9.606723,9.955415,9.546081,9.92004,2884.0,,
2007-12-17,9.955415,10.223251,9.80381,9.824024,3588.0,,
2007-12-18,9.813917,9.975629,9.697686,9.778542,1496.0,,
2007-12-19,9.854345,10.334428,9.854345,10.137341,5666.0,,
2007-12-20,10.299054,10.511301,10.20809,10.319268,4325.0,,
2007-12-21,10.278839,10.445605,10.182823,10.339482,2835.0,,
2007-12-24,10.364749,10.688174,10.364749,10.592157,4958.0,,
2007-12-25,10.561836,10.637639,10.486033,10.612371,3402.0,,
2007-12-26,10.622478,10.703334,10.258625,10.48098,4884.0,,
2007-12-27,10.511301,10.647746,10.344535,10.465819,5874.0,,
2007-12-28,10.516354,10.693227,10.354642,10.602264,8516.0,,
2007-12-31,10.602264,10.602264,10.602264,10.602264,0.0,,
2008-01-01,10.602264,10.602264,10.602264,10.602264,0.0,,
2008-01-02,10.587104,11.218792,10.587104,11.193525,10330.0,,
2008-01-03,11.203632,11.461361,11.062134,11.25922,8530.0,,
2008-01-04,11.208685,11.289541,11.006545,11.25922,5969.0,,
2008-01-07,11.274381,11.673608,11.168257,11.638234,5370.0,,
2008-01-08,11.638234,11.673608,11.016652,11.173311,6488.0,,
2008-01-09,11.14299,11.451254,11.016652,11.4462,3322.0,,
2008-01-10,11.552324,11.552324,11.122776,11.335023,4277.0,,
2008-01-11,11.24406,11.24406,10.880207,10.991384,5085.0,,
2008-01-14,10.991384,11.208685,10.789244,11.102562,4005.0,,
2008-01-15,10.875154,11.117722,10.703334,10.981277,6664.0,,
2008-01-16,10.940849,11.208685,10.839779,11.127829,6368.0,,
2008-01-17,11.117722,11.193525,10.172716,10.662906,6729.0,,
2008-01-18,10.66796,10.733655,10.410231,10.455712,4063.0,,
2008-01-21,10.455712,10.612371,9.829077,9.849291,3976.0,,
2008-01-22,9.571348,9.894773,9.15696,9.490492,11237.0,,
2008-01-23,9.611776,10.061539,9.500599,9.889719,3625.0,,
2008-01-24,9.894773,10.258625,9.894773,10.016057,3581.0,,
2008-01-25,10.056485,10.162609,9.687579,9.768435,3210.0,,
2008-01-28,9.854345,9.894773,9.121586,9.520813,3725.0,,
2008-01-29,9.500599,9.672418,9.364154,9.541027,1691.0,,
2008-01-30,9.601669,9.773488,9.338887,9.546081,2123.0,,
2008-01-31,9.490492,9.672418,9.318673,9.354047,1400.0,,
2008-02-01,9.389422,9.702739,8.76784,9.662311,4349.0,,
2008-02-04,9.778542,10.283893,9.778542,10.263679,4239.0,,
2008-02-05,10.10702,10.20809,9.955415,10.036271,2184.0,,
2008-02-06,10.036271,10.036271,10.036271,10.036271,0.0,,
2008-02-07,10.036271,10.036271,10.036271,10.036271,0.0,,
2008-02-08,10.036271,10.036271,10.036271,10.036271,0.0,,
2008-02-11,10.036271,10.036271,10.036271,10.036271,0.0,,
2008-02-12,10.036271,10.036271,10.036271,10.036271,0.0,,
2008-02-13,10.00595,10.10702,9.596616,9.606723,2344.0,,
2008-02-14,9.707793,9.854345,9.611776,9.743167,792.0,,
2008-02-15,9.743167,9.768435,9.500599,9.591562,1903.0,,
2008-02-18,9.61683,9.783595,9.591562,9.7179,1764.0,,
2008-02-19,9.73306,9.950361,9.591562,9.90488,3613.0,,
2008-02-20,9.90488,9.975629,9.591562,9.647151,1988.0,,
2008-02-21,9.525866,9.682525,9.399529,9.566295,2480.0,,
2008-02-22,9.551134,9.551134,9.136746,9.192335,2804.0,,
2008-02-25,9.101372,9.192335,8.757733,8.777947,1955.0,,
2008-02-26,8.929552,9.146853,8.722358,8.939659,1411.0,,
2008-02-27,9.035676,9.091265,8.949766,9.045783,1386.0,,
2008-02-28,9.096318,9.096318,8.894178,8.980087,812.0,,
2008-02-29,8.980087,9.247923,8.980087,9.182228,1122.0,,
2008-03-03,9.096318,9.338887,9.045783,9.222656,4049.0,,
2008-03-04,9.247923,9.379315,9.071051,9.111479,2289.0,,
2008-03-05,9.096318,9.111479,8.772893,8.904285,3873.0,,
2008-03-06,8.843643,9.020515,8.783001,8.944713,1496.0,,
2008-03-07,8.939659,9.091265,8.808268,9.045783,1627.0,,
2008-03-10,9.045783,9.045783,8.843643,8.889124,1371.0,,
2008-03-11,8.873964,8.873964,8.58086,8.788054,1289.0,,
2008-03-12,8.894178,8.975034,8.095723,8.272596,5672.0,,
2008-03-13,8.237221,8.363559,8.120991,8.176579,2834.0,,
2008-03-14,8.126044,8.277649,7.873369,8.075509,1917.0,,
2008-03-17,8.035081,8.115937,7.812727,7.822834,2439.0,,
2008-03-18,7.822834,7.863262,7.266947,7.362964,3023.0,,
2008-03-19,7.509516,7.832941,7.277055,7.681335,4366.0,,
2008-03-20,7.580265,7.974439,7.175984,7.827887,6189.0,,
2008-03-21,7.878422,8.2069,7.747031,8.141205,5608.0,,
2008-03-24,8.287757,8.328185,7.580265,7.656068,4097.0,,
2008-03-25,7.352857,8.030028,7.287162,7.81778,4110.0,,
2008-03-26,7.832941,7.964332,7.706603,7.792513,3997.0,,
2008-03-27,7.585319,7.676282,7.277055,7.453927,4057.0,,
2008-03-28,7.378125,7.605533,6.983951,7.565105,3776.0,,
2008-03-31,7.312429,7.373071,7.049647,7.069861,3715.0,,
2008-04-01,7.074914,7.322536,6.776757,6.933416,3765.0,,
2008-04-02,6.95363,7.090075,6.660526,6.872774,2198.0,,
2008-04-03,6.857613,7.191145,6.721168,7.165877,2086.0,,
2008-04-04,7.165877,7.165877,7.165877,7.165877,0.0,,
2008-04-07,7.105235,7.757138,6.973844,7.747031,3738.0,,
2008-04-08,7.757138,7.923904,7.590372,7.762191,2980.0,,
2008-04-09,7.767245,8.070456,7.479195,7.610586,3734.0,,
2008-04-10,7.575212,7.923904,7.479195,7.853155,3397.0,,
2008-04-11,7.81778,7.959278,7.686389,7.863262,1881.0,,
2008-04-14,7.73187,7.893583,7.554998,7.661121,2377.0,,
2008-04-15,7.666175,8.161419,7.524676,8.131098,3376.0,,
2008-04-16,8.115937,8.227114,7.888529,7.944118,2340.0,,
2008-04-17,7.944118,8.161419,7.580265,7.752084,2021.0,,
2008-04-18,7.706603,7.706603,7.085021,7.453927,2134.0,,
2008-04-21,8.075509,8.075509,6.822239,6.85256,5471.0,,
2008-04-22,6.695901,7.479195,6.569563,7.362964,3494.0,,
2008-04-23,7.211359,7.772298,7.175984,7.61564,2747.0,,
2008-04-24,8.237221,8.373666,7.757138,8.257435,10645.0,,
2008-04-25,8.070456,8.211954,7.832941,7.893583,5780.0,,
2008-04-28,7.782406,7.934011,7.605533,7.787459,3219.0,,
2008-04-29,7.772298,8.161419,7.686389,8.131098,2930.0,,
2008-04-30,8.201847,8.287757,7.989599,8.161419,6465.0,,
2008-05-01,8.161419,8.161419,8.161419,8.161419,0.0,,
2008-05-02,8.161419,8.161419,8.161419,8.161419,0.0,,
2008-05-05,8.19174,8.282703,7.928957,8.232168,5594.0,,
2008-05-06,8.232168,8.232168,7.974439,8.131098,3112.0,,
2008-05-07,8.161419,8.363559,7.944118,7.959278,6195.0,,
2008-05-08,7.908743,7.979492,7.73187,7.974439,3147.0,,
2008-05-09,7.934011,8.009813,7.408446,7.610586,4297.0,,
2008-05-12,7.524676,7.797566,7.378125,7.681335,2252.0,,
2008-05-13,7.403392,7.681335,7.403392,7.585319,2367.0,,
2008-05-14,7.539837,7.908743,7.52973,7.858208,2174.0,,
2008-05-15,7.90369,8.050242,7.832941,7.863262,2244.0,,
2008-05-16,7.863262,7.934011,7.595426,7.696496,1866.0,,
2008-05-19,7.73187,7.772298,7.580265,7.671228,1179.0,,
2008-05-20,7.671228,7.923904,7.408446,7.474141,3449.0,,
2008-05-21,7.418553,7.52973,7.049647,7.484248,2047.0,,
2008-05-22,7.32759,7.413499,7.186091,7.25684,1675.0,,
2008-05-23,7.226519,7.302322,7.074914,7.115342,1924.0,,
2008-05-26,7.125449,7.125449,6.670633,6.721168,3357.0,,
2008-05-27,6.746436,6.842453,6.635259,6.827292,1476.0,,
2008-05-28,6.822239,7.069861,6.76665,7.059754,1789.0,,
2008-05-29,7.0547,7.0547,6.822239,6.827292,996.0,,
2008-05-30,6.827292,6.943523,6.807078,6.872774,1129.0,,
2008-06-02,6.872774,6.892988,6.716115,6.776757,1390.0,,
2008-06-03,6.791918,6.85256,6.599884,6.842453,2218.0,,
2008-06-04,6.76665,6.832346,6.660526,6.817185,1187.0,,
2008-06-05,6.771703,6.796971,6.670633,6.731275,1113.0,,
2008-06-06,6.761596,6.771703,6.554403,6.594831,1566.0,,
2008-06-09,6.594831,6.594831,6.594831,6.594831,0.0,,
2008-06-10,6.352262,6.362369,5.937874,5.942928,2754.0,,
2008-06-11,5.907553,6.054105,5.710466,5.958088,2025.0,,
2008-06-12,5.912607,5.947981,5.705413,5.771109,2090.0,,
2008-06-13,5.811537,5.857018,5.609396,5.639717,1584.0,,
2008-06-16,5.685199,5.740787,5.483058,5.604343,2249.0,,
2008-06-17,5.508326,5.675092,5.3264,5.407256,2933.0,,
2008-06-18,5.351667,5.720573,5.164687,5.634664,3015.0,,
2008-06-19,5.609396,5.634664,5.073724,5.083831,2397.0,,
2008-06-20,5.083831,5.083831,5.083831,5.083831,0.0,,
2008-06-23,5.083831,5.25565,5.05351,5.149527,2167.0,,
2008-06-24,5.109099,5.417363,5.109099,5.371881,1821.0,,
2008-06-25,5.381988,5.634664,5.285972,5.594236,1869.0,,
2008-06-26,5.604343,5.609396,5.447684,5.523487,1753.0,,
2008-06-27,5.356721,5.356721,5.134366,5.174794,1358.0,,
2008-06-30,5.15458,5.245543,5.078778,5.189955,1572.0,,
2008-07-01,5.210169,5.245543,5.05351,5.104045,1451.0,,
2008-07-02,5.104045,5.205115,5.043403,5.174794,1734.0,,
2008-07-03,5.104045,5.417363,5.05351,5.387042,1962.0,,
2008-07-04,5.306186,5.437577,5.306186,5.3264,761.0,,
2008-07-07,5.366828,5.649824,5.356721,5.624557,2271.0,,
2008-07-08,5.659931,5.670038,5.493165,5.553808,1909.0,,
2008-07-09,5.563915,5.725627,5.563915,5.695306,1887.0,,
2008-07-10,5.624557,5.710466,5.589182,5.599289,2293.0,,
2008-07-11,5.558861,5.589182,5.366828,5.402202,1590.0,,
2008-07-14,5.397149,5.553808,5.331453,5.452737,1250.0,,
2008-07-15,5.447684,5.498219,5.25565,5.275865,1968.0,,
2008-07-16,5.25565,5.291025,5.083831,5.119206,1894.0,,
2008-07-17,5.189955,5.220276,5.043403,5.058564,2508.0,,
2008-07-18,5.093938,5.195008,5.05351,5.189955,2362.0,,
2008-07-21,5.215222,5.412309,5.189955,5.387042,2176.0,,
2008-07-22,5.387042,5.478005,5.336507,5.412309,2005.0,,
2008-07-23,5.44263,5.508326,5.366828,5.397149,1734.0,,
2008-07-24,5.417363,5.579075,5.417363,5.543701,2158.0,,
2008-07-25,5.508326,5.538647,5.44263,5.44263,1365.0,,
2008-07-28,5.503272,5.750894,5.447684,5.659931,4736.0,,
2008-07-29,5.609396,5.725627,5.563915,5.624557,3449.0,,
2008-07-30,5.720573,5.781216,5.609396,5.62961,1514.0,,
